,Sentiment,Sentiment Num,Multi,Text
427,Neutral,0,0,The  title   helpfully    offers     the    most  succinct  review   of  it   you   'll   read  anywhere  .
428,Negative,-1,-2,God    help   the   poor  woman   if   Attal   is    this  insecure   in   real  life  :     his   fictional   Yvan  's  neuroses   are    aggravating  enough   to   exhaust    the  patience   of   (2 even (2the  most   understanding  spouse  .
429,Negative,-1,-2,Even   the   unwatchable  Soapdish    is   more  original  .
430,Negative,-1,-2,Extremely  dumb  .
431,Negative,-1,-2,Extremely  boring  .
432,Negative,-1,-1,"The   fight  scenes   are  fun  ,  but   it   grows  tedious  ."
433,Negative,-1,-2,"The  film     is  itself     a  sort   of      cinematic   high  crime  ,   one   that    brings   military   courtroom  dramas   down  very  ,   very  low  ."
434,Negative,-1,-2,"So   routine   ,    familiar  and  predictable   ,   it     raises   the  possibility   that   it    wrote  itself   as   a   newly   automated   Final   Draft   computer  program  ."
435,Negative,-1,-2,Too  clunky  and   too  busy    ribbing   itself   to   be   truly  entertaining  .
436,Neutral,0,0,"This  movie    is   about       lying  ,  cheating  ,  but    loving   the   friends  you  betray  ."
437,Negative,-1,-2,At    the  bottom   rung   of    the   series  '  entries  .
438,Negative,-1,-1,A   real   clunker  .
439,Neutral,0,0,Lawrence     preaches  strictly   to   the  converted  .
440,Negative,-1,-2,Choppy  editing  and   too   many  repetitive  scenes    spoil   what   could   have   been    an   important  documentary   about   stand-up  comedy  .
441,Negative,-1,-1,"If   you   're    looking   for  comedy   to   be   served  up   ,   better    look  elsewhere  ."
442,Negative,-1,-2,An   instant  candidate   for   worst  movie   of   the  year  .
443,Negative,-1,-1,"Despite   its  title   ,     Amy  's  Orgasm       is  not   a  porno  ,   though   it   is   as   tedious   as  one  ."
444,Positive,1,1,What   kids   will  discover    is   a   new  collectible  .
445,Negative,-1,-1,Wait   for  video  --  and  then    do  n't   rent  it  .
446,Negative,-1,-2,"Too   stupid   to   be    satire  ,   too   obviously   hateful   to   be   classified  otherwise   ,      Frank   Novak  's   irritating  slice   of   lumpen  life    is   as   reliably   soul-killing   as (1  (2 its  title   is   nearly  meaningless  ."
447,Negative,-1,-1,"Marisa  Tomei   is  good  ,  but    Just   A  Kiss    is  just   a  mess  ."
448,Negative,-1,-1,"Opens   at   a  funeral   ,      ends   on    the   protagonist  's   death  bed  and    does  n't    get   much  livelier   in    the   three  hours   in  between  ."
449,Negative,-1,-2,The  screenplay     sabotages    the   movie  's  strengths   at   almost   every  juncture  .
450,Negative,-1,-2,"The  best   you   can   say   about   it   is  it   's   so  uninspired   ,   it   barely      gives  one  pause   when     considering   some   of   the   other  dreck  out   there   right  now  ."
451,Positive,1,1,"A  tough  go  ,  but         Leigh  's    depth  and  rigor  ,  and     his  skill   at   inspiring   accomplished  portrayals   that   are    all   the  more   impressive   for    their  lack  of  showiness  ,    offsets   to   a   notable  degree    the   film  's   often-mined   and   despairing  milieu  ."
452,Negative,-1,-1,Ridiculous  .
453,Neutral,0,0,Or     Tom  Green   as   Han  Solo  ?
454,Neutral,0,0,The  film    is    directed   by    Wally  Wolodarsky   from   a  script   by     Joe  Jarvis  and   Greg  Coolidge  .
455,Negative,-1,-1,"These    are   names   to    remember  ,    in  order   to    avoid  them   in   the  future  ."
456,Negative,-1,-1,"If   this   is    the  resurrection   of   the   Halloween  franchise   ,   it    would   have   been    better  off  dead  ."
457,Negative,-1,-1,Denzel   Washington  's  efforts    are   sunk   by   all   the  sanctimony  .
458,Negative,-1,-1,"Guided   more   by   intellect   than  heart   ,    his  story    flattens   instead   of  sharpens  ."
459,Negative,-1,-2,"No  movement  ,   no  yuks  ,    not  much   of  anything  ."
460,Negative,-1,-1,Now   it    's   just  tired  .
461,Negative,-1,-2,High  Crimes    miscasts   nearly   every   leading  character  .
462,Negative,-1,-1,"De  Niro   looks  bored   ,    Murphy   recycles  Murphy  ,  and   you   mentally    add  Showtime   to     the  pile   of   Hollywood  dreck   that    represents  nothing   more   than    the  art  of the deal  ."
463,Negative,-1,-2,I     did  n't   believe   for    a  moment   in     these  villains  or   their  plot  .
464,Negative,-1,-2,So    lazy  and  slipshod   it    confuses    the   mere  flashing   of    kinky   soft-core  imagery   with   naughty  fun  .
465,Negative,-1,-1,"Sadly   ,     Hewitt  's  forte    is    leaning  forward   while      wearing   low-cut  gowns  ,  not   making   snappy  comebacks  ."
466,Negative,-1,-1,"If   Melville    is  creatively   a   great  whale   ,    this  film    is   canned  tuna  ."
467,Neutral,0,0,Or   a   profit  .
468,Negative,-1,-1,"Enough  trivializes   an   important  crisis  ,     reduces  it   to   an   almost   comic  embarrassment  ."
469,Positive,1,1,"I      like   Frank   the  Pug  ,  though  ."
470,Negative,-1,-1,Madonna   still     ca  n't   act   a  lick  .
471,Negative,-1,-2,"...     perhaps   the   heaviest   ,    most  joyless  movie   ever   made   about  giant    dragons   taking   over   the  world  ."
472,Negative,-1,-1,"For  me   ,        this  opera    is  n't   a  favorite  ,  so   it    's   a   long  time   before    the   fat  lady  sings  ."
473,Negative,-1,-1,Abandons    all  pretense   of     creating   historical    context  and  waltzes  off   into    a   hectic  soap   about    the    ups  and  downs   of    the   heavy  breathing   between   the   two  artists .
474,Negative,-1,-1,Filmmakers    have   to   dig   deep   to   sink   this  low  .
475,Negative,-1,-1,Automatically     pegs  itself   for   the   straight-to-video   sci-fi   rental  shelf  .
476,Neutral,0,0,A   standard   haunted   house  tale    transplanted   to   the   high  seas  .
477,Neutral,0,0,"In   the  end   ,    White  Oleander     is  n't    an  adaptation   of   a  novel  ."
478,Neutral,0,0,This  one   does  .
479,Negative,-1,-1,"The   angst-ridden   ,   affluent   slacker  characters    are   more   grating   than  engaging  ."
480,Negative,-1,-2,"This    extremely  unfunny  film        clocks  in   at   80  minutes  ,  but   feels   twice   as  long  ."
481,Negative,-1,-2,The   pivotal   narrative  point    is   so   ripe    the  film      ca  n't  help  but   go    soft  and  stinky  .
482,Negative,-1,-1,"As   with    too  many   studio  pics   ,    plot  mechanics    get   in    the  way   of   what   should   be   the   lighter-than-air  adventure  ."
483,Negative,-1,-2,"Static  ,   repetitive   ,    muddy  and  blurry  ,    Hey  Arnold  !"
484,Negative,-1,-1,...     has   virtually  no   script   at  all  ...
485,Neutral,0,0,"This  kind   of   dark  comedy    requires   a   delicate   ,   surgical  touch  ."
486,Neutral,0,0,But   director   Danny    DeVito  and    screenwriter   Adam  Resnick   -LRB-     remember   Cabin  Boy  ?  -RRB-
487,Neutral,0,0,just    pound  away  .
488,Positive,1,1,"Rather  quickly   ,    the  film    falls   into    a   soothing  formula   of   brotherly    conflict  and  reconciliation  ."
489,Negative,-1,-2,Bad   beyond  belief  and   ridiculous   beyond  description  .
490,Neutral,0,0,"Sorry  ,  Charlie"
491,Negative,-1,-2,"This    may   be    the   dumbest   ,   sketchiest  movie   on   record   about    an   aspiring   writer  's  coming-of-age  ."
492,Positive,1,1,A     harmless  and   mildly  amusing  family   comedy  .
493,Negative,-1,-1,"Maybe   it   's   asking   too  much  ,  but    if    a  movie    is  truly   going   to   inspire  me   ,   I   want    a  little   more   than  this  ."
494,Negative,-1,-1,Ecks   this  one   off   your   must-see  list  .
495,Neutral,0,0,"It     's  not    thirsty   ,   consuming  passion   which   drives   this  movie  ."
496,Neutral,0,0,The   New  Guy    is   one   of  them  .
497,Negative,-1,-1,This     is  n't    a   ``   Friday   ''  worth   waiting  for  .
498,Negative,-1,-1,"Johnson    has   ,    in   his   first  film   ,   set   himself    a  task   he     is  not   nearly  up  to  ."
499,Negative,-1,-2,...     too  dull   to  enjoy  .
500,Neutral,0,0,For   Caine    Lovers  only  .
501,Negative,-1,-2,"A  shambles   of     a  movie  --       visually  unattractive  ,   unbearably  loud  and   utterly  silly  ...    its  hilarity   is   completely  unintentional  ."
502,Negative,-1,-1,De  Niro    may    enjoy   the   same   free  ride   from   critics   afforded   to    Clint  Eastwood   in   the   lazy  Bloodwork  .
503,Negative,-1,-2,It     's   so   full   of   wrong  choices   that    all   you   can  do   is       shake   your  head   in  disbelief  --  and   worry    about   what  classic    Oliver  Parker   intends   to   mangle  next  time  .
504,Negative,-1,-1,"Fans   of   the   TV  series   will   be  disappointed  ,  and    everyone  else   will   be   slightly  bored  ."
505,Negative,-1,-1,Barely    goes   beyond   comic   book  status  .
506,Negative,-1,-1,"Afraid   to   pitch   into  farce  ,  yet   only   half-hearted   in   its   spy  mechanics   ,    All    the   Queen  's  Men     is  finally    just  one   long  drag  ."
507,Negative,-1,-1,"Maybe   it   's    the   star  power   of     the  cast  or   the   redundant  messages  ,  but   something   aboul   ``    Full  Frontal   ''    seems   ,   well  ,  contrived  ."
508,Negative,-1,-1,"-LRB-   Morgan  -RRB-  ,  Judd  and  Franklin     ca  n't    save      the  script  ,    rooted   in   a  novel   by   Joseph  Finder  ,   from   some  opportunism  ."
509,Positive,1,1,Mr.   Wedge   and   Mr.  Saldanha      handle    the  mix   of   verbal  jokes  and   slapstick  well  .
510,Negative,-1,-1,"Their  film       falters  ,  however  ,   in    its  adherence   to    the   Disney  philosophy   of     required  poignancy  ,    a  salute   that   I   'd   hoped    the  movie   would  avoid  ."
511,Negative,-1,-1,Watching  it    is   rather   like    an   overlong  visit   from    a   large  group   of   your  relatives  .
512,Negative,-1,-1,"Showtime     is   one   of    the   hapless  victims   of   the  arrogant   ``     if   we      put  together     a   wry   white  man  and   a   chatty   black  man  and    give  them  guns ,  the  movie   will   be  funny   ''  syndrome  ."
513,Negative,-1,-1,You     're   better  off     staying  home  and   watching   The  X-Files  .
514,Negative,-1,-2,"Chaotic   ,     self-indulgent  and   remarkably   ugly   to   look  at   ,   it     's  ...    like    a  series   of    pretentiously  awful   student  films    strung  together   into   one   feature-length  horror ."
515,Neutral,0,0,This  film    is   full   of  rabbits  .
516,Neutral,0,0,Brimful  .
517,Negative,-1,-1,"But    like   most  rabbits   ,   it    seems   to   lack  substance  ."
518,Negative,-1,-2,A  movie     far   more  cynical  and   lazy   than   anything   a   fictitious   Charlie  Kaufman    might   object  to  .
519,Neutral,0,0,In   a  word   --   yes  .
520,Neutral,0,0,The   Gantzes  '  interviews    tend   to    let   the  guys   off   the  hook  .
521,Negative,-1,-1,The  story   ...    is    moldy  and  obvious  .
522,Negative,-1,-1,"It       's    an   earnest  debut   full   of   heartfelt  performances  ,  but    is  ultimately    let  down   by    a  story   that    is  all   too  predictable  ."
523,Negative,-1,-1,It    's  painful  .
524,Negative,-1,-1,"Unfortunately   ,    the  picture    failed   to   capture  me  ."
525,Neutral,0,0,Then    lower   them    a  bit  more  .
526,Negative,-1,-1,Cliches    are   as   thick   as   the   cigarette  smoke  .
527,Negative,-1,-1,Birot  's   directorial   debut   -LRB-    she   co-wrote    the  script   with   Christophe  Honor̩  -RRB-      is  n't   so   much  bad   as   it   is  bland  .
528,Neutral,0,0,Just   how  extreme    are   these  ops  ?
529,Negative,-1,-1,John  Leguizamo    may   be     a   dramatic  actor  --    just  not   in   this  movie  .
530,Negative,-1,-1,The  Master   Of  Disaster   -   it    's    a  piece   of   dreck   disguised   as  comedy  .
531,Negative,-1,-2,"The   stupidest   ,    most  insulting  movie   of  2002    's   first  quarter  ."
532,Negative,-1,-2,A  film    so  tedious     that   it   is   impossible   to   care   whether    that  boast   is  true  or  not  .
533,Negative,-1,-2,"A  film      made   with   as        little  wit  ,  interest  ,  and  professionalism   as   artistically  possible   for   a   slummy   Hollywood   caper  flick  ."
534,Negative,-1,-1,Disturbingly     superficial   in   its  approach   to   the  material  .
535,Positive,1,1,An   imaginative   comedy\/thriller  .
