Word,Sentiment,Sentiment Num,Strength Indicator
fringe-benefit,positive,1,
getover,positive,1,
getwell,positive,1,
goodforyou,positive,1,
groupinsurance,positive,1,
healthcare,positive,1,
healthcheck,positive,1,
healthcode,positive,1,
healthfood,positive,1,
healthinsurance,positive,1,
healthphysics,positive,1,
healthprofession,positive,1,
healthspa,positive,1,
herbalmedicine,positive,1,
hotsprings,positive,1,
insuredperson,positive,1,
maltextract,positive,1,
managed+care,positive,1,
mentalbalance,positive,1,
mentalsoundness,positive,1,
newthought,positive,1,
one-hundredpercent,positive,1,
pineaway,positive,1,
primaryhealthcare,positive,1,
rehabilitationprogram,positive,1,
sanitarycode,positive,1,
sanitaryengineering,positive,1,
taichi,positive,1,
t_aichi,positive,1,
taichichuan,positive,1,
t_aichichuan,positive,1,
veterinaryscience,positive,1,
vichywater,positive,1,
vitalsigns,positive,1,
heng-ah,positive,1,
at-ease,positive,1,
at-peace,positive,1,
in-love,positive,1,
self-conscious,positive,1,
self-satisfaction,positive,1,
self-satisfied,positive,1,
heng-ah,positive,1,
at-ease,positive,1,
at-peace,positive,1,
in-love,positive,1,
self-conscious,positive,1,
self-satisfaction,positive,1,
self-satisfied,positive,1,
heng-ah,positive,1,
at-ease,positive,1,
at-peace,positive,1,
in-love,positive,1,
self-conscious,positive,1,
self-satisfaction,positive,1,
self-satisfied,positive,1,
heng-ah,positive,1,
at-ease,positive,1,
at-peace,positive,1,
in-love,positive,1,
self-conscious,positive,1,
self-satisfaction,positive,1,
self-satisfied,positive,1,
heng-ah,positive,1,
at-ease,positive,1,
at-peace,positive,1,
in-love,positive,1,
self-conscious,positive,1,
self-satisfaction,positive,1,
self-satisfied,positive,1,
heng-ah,positive,1,
at-ease,positive,1,
at-peace,positive,1,
in-love,positive,1,
self-conscious,positive,1,
self-satisfaction,positive,1,
self-satisfied,positive,1,
heng-ah,positive,1,
at-ease,positive,1,
at-peace,positive,1,
in-love,positive,1,
self-conscious,positive,1,
self-satisfaction,positive,1,
self-satisfied,positive,1,
maintain-control,positive,1,
keyassets,positive,1,
makeachange,positive,1,
knowledgesharing,positive,1,
makeadifference,positive,1,
largecompany,positive,1,
make-sense,positive,1,
largecorporation,positive,1,
master-degree,positive,1,
largeengagement,positive,1,
maygodblessu,positive,1,
largefirm,positive,1,
morealternativevoice,positive,1,
largefootprint,positive,1,
more-balance,positive,1,
largeorganization,positive,1,
more-exciting,positive,1,
largeproject,positive,1,
my-vote,positive,1,
learnmore,positive,1,
need-more,positive,1,
learnnewthings,positive,1,
never-break,positive,1,
learnedalot,positive,1,
never-fail,positive,1,
learningopportunities,positive,1,
never-failed,positive,1,
lifegift,positive,1,
neversaydie,positive,1,
like-minded,positive,1,
longtermcareer,positive,1,
lotoffun,positive,1,
nicenewpic,positive,1,
lotofinfluence,positive,1,
nice-one,positive,1,
lotoflearningopportunities,positive,1,
no-aristocrats,positive,1,
lotoftalentedpeople,positive,1,
no-case,positive,1,
lotoftraining,positive,1,
no-more,positive,1,
lottolearn,positive,1,
nopainnogain,positive,1,
lotsoffreedom,positive,1,
no-prob,positive,1,
lotsoffunprojects,positive,1,
no-problem,positive,1,
lotsofopportunities,positive,1,
no-worry,positive,1,
lotsofopportunities,positive,1,
not-all,positive,1,
lotsofrandomexperience,positive,1,
not-blindly,positive,1,
lotsofroles,positive,1,
not-borken,positive,1,
lotsofvaluableexperience,positive,1,
not-broken,positive,1,
loyaltyanddedication,positive,1,
not-charge,positive,1,
majorclients,positive,1,
not-suck,positive,1,
makeitright,positive,1,
nottoworry,positive,1,
manyopportunities,positive,1,
oddsbeyourfavour,positive,1,
massiveentity,positive,1,
oh-yeah,positive,1,
moreadvance,positive,1,
oh-yes,positive,1,
moreaspirational,positive,1,
ok-shape,positive,1,
moreeffectiveorganization,positive,1,
on-point,positive,1,
moreflexible,positive,1,
onestargeneral,positive,1,
moreproductive,positive,1,
open-arms,positive,1,
morerewarding,positive,1,
paid-off,positive,1,
moreworklifebalance,positive,1,
pleasebewith,positive,1,
mostvalue,positive,1,
please-come,positive,1,
motivatedandchallenged,positive,1,
pleasecomeandcontest,positive,1,
motivatedpeople,positive,1,
please-contest,positive,1,
moveforward,positive,1,
pls-bring,positive,1,
muchbetter,positive,1,
pls-capture,positive,1,
multipleopportunities,positive,1,
pls-come,positive,1,
needsaresatisfied,positive,1,
pls-contest,positive,1,
networkeffectively,positive,1,
pls-win,positive,1,
newacquisition,positive,1,
plse-come,positive,1,
newinitiative,positive,1,
powerofthor,positive,1,
newopportunity,positive,1,
prettyandcute,positive,1,
nothingnegative,positive,1,
pretty-face,positive,1,
nurturesgrowth,positive,1,
professionalenvironment,positive,1,
opportunitiesareendless,positive,1,
quitelikeit,positive,1,
opportunitiesareplenty,positive,1,
rally-for,positive,1,
outsourcingmoreresponsibilities,positive,1,
ready-too,positive,1,
owncareerpath,positive,1,
really-confident,positive,1,
parentchildapproach,positive,1,
restmycase,positive,1,
payscaleisaggressive,positive,1,
rollinthesun,positive,1,
perks,positive,1,
 second-to-none,positive,1,
positivefeedback,positive,1,
seems-genuine,positive,1,
prestigeandchallengingwork,positive,1,
selfimprovement,positive,1,
prestigiousfirm,positive,1,
servingtoprovidethepeople,positive,1,
prestigiousname,positive,1,
she-knows,positive,1,
professionalgrowth,positive,1,
she-nice,positive,1,
professionallychallenging,positive,1,
she-will,positive,1,
pro'soutweigh,positive,1,
shes-hot,positive,1,
quickopportunityforgrowth,positive,1,
sledgehammer-time,positive,1,
receptivetoyourideas,positive,1,
sleep-well,positive,1,
recognitionintimelymanner,positive,1,
so-pretty,positive,1,
recognizedname,positive,1,
soldier-on,positive,1,
reimburseexpensesquickly,positive,1,
speakfluentlyandclearly,positive,1,
reorganizesroles,positive,1,
speaksforthepeople,positive,1,
resourcesarevast,positive,1,
stand-up,positive,1,
rightemployees,positive,1,
startformsomewhereright,positive,1,
rightplace,positive,1,
startfromsomewhereright,positive,1,
rightplace,positive,1,
startsoutyoung,positive,1,
riseandpromotion,positive,1,
statingthefact,positive,1,
salaryiscompetitive,positive,1,
step-forward,positive,1,
selfreviewandfeedback,positive,1,
step-up,positive,1,
sharpanalysisskills,positive,1,
still-queuing,positive,1,
significantclients,positive,1,
stillthebest,positive,1,
significantdifference,positive,1,
super-hammer,positive,1,
starperformers,positive,1,
sure-win,positive,1,
strongaccountingskills,positive,1,
swee-hor,positive,1,
strongcommunicationskills,positive,1,
take-over,positive,1,
stronglobbyculture,positive,1,
teamworking,positive,1,
strongsenseofobligation,positive,1,
thank-you,positive,1,
structuredpromotions,positive,1,
theytalkmore,positive,1,
substantialimprovements,positive,1,
to-win,positive,1,
supportingcolleagues,positive,1,
tonsofmoney,positive,1,
survivalofthefittest,positive,1,
toostrong,positive,1,
targetinggrowth,positive,1,
totally-agree,positive,1,
teamfocused,positive,1,
tough-choice,positive,1,
teamsarestrong,positive,1,
united-against,positive,1,
tonsofsmartpeople,positive,1,
upandup,positive,1,
topnotch,positive,1,
upforit,positive,1,
topquality,positive,1,
usebraintothink,positive,1,
trainingoportunities,positive,1,
vell-done,positive,1,
treasurediversity,positive,1,
very-confident,positive,1,
unlimitedsickleave,positive,1,
very-happy,positive,1,
unlimitedsicktime,positive,1,
very-lucky,positive,1,
unlimitedtimeoff,positive,1,
vote-for,positive,1,
varietyofpeople,positive,1,
voteforchange,positive,1,
volunteeropportunities,positive,1,
vote-her,positive,1,
wellplanned,positive,1,
vote-in,positive,1,
widerangeofexperience,positive,1,
voteisher,positive,1,
willingtohelp,positive,1,
waitingforthismoment,positive,1,
workalwaysgetsdone,positive,1,
wantsitall,positive,1,
workatanylocation,positive,1,
wasnttoobad,positive,1,
workdoneright,positive,1,
waytogo,positive,1,
workflexibility,positive,1,
welcome-back,positive,1,
workfromhome,positive,1,
well-ahead,positive,1,
workindependently,positive,1,
well-done,positive,1,
worklifequality,positive,1,
well-said,positive,1,
work-lifebalance,positive,1,
why-not,positive,1,
worthitforyou,positive,1,
willbeconquered,positive,1,
worththesacrifice,positive,1,
win-all,positive,1,
yearoveryearraises,positive,1,
win-win,positive,1,
year-over-yeargrowth,positive,1,
winwinwin,positive,1,
youngcolleagues,positive,1,
withoutanyentourage,positive,1,
wont-work,positive,1,
astepup,positive,1,
youaremywholeworld,positive,1,
a-team,positive,1,
yummy-chocolate,positive,1,
aaa-rating,positive,1,
compensatedbetter,positive,1,
absolutely-awesome,positive,1,
alotoftraining,positive,1,
accept-defeat,positive,1,
lotsoftraining,positive,1,
allebest,positive,1,
careaboutyou,positive,1,
alloursupport,positive,1,
highlyrewarded,positive,1,
allthebest,positive,1,
hugecompany,positive,1,
alltheverybest,positive,1,
immenseresources,positive,1,
alltheway,positive,1,
learnalot,positive,1,
always-try,positive,1,
lotofgrowth,positive,1,
anythingpapsaystheywilldo,positive,1,
lotofrecruitersattention,positive,1,
newchallenge,positive,1,
beourvoice,positive,1,
peopleoriented,positive,1,
behind-you,positive,1,
performancedrivenculture,positive,1,
bestofluck,positive,1,
promotesequality,positive,1,
best-wishes,positive,1,
unlimitedsickdays,positive,1,
better-future,positive,1,
worklifebalance,positive,1,
better-mood,positive,1,
advancecareer,positive,1,
better-place,positive,1,
advancefairlyquickly,positive,1,
better-suggestions,positive,1,
advisoryopportunities,positive,1,
better-than,positive,1,
amazingaccountant,positive,1,
betterthannothing,positive,1,
annualpromotions,positive,1,
bigger-chance,positive,1,
annualraises,positive,1,
bother-to,positive,1,
balancingwork,positive,1,
brand-new,positive,1,
benefitforcareer,positive,1,
bringusvictory,positive,1,
benefitsofworking,positive,1,
bringyourhammer,positive,1,
betteratflexibility,positive,1,
butarethey,positive,1,
betterbonus,positive,1,
can-assist,positive,1,
bettercareerpath,positive,1,
can-contest,positive,1,
betterincrement,positive,1,
can-manage,positive,1,
betterwithbonuses,positive,1,
can-vote,positive,1,
bigcompany,positive,1,
can-you,positive,1,
bigfirm,positive,1,
cannot-change,positive,1,
bigfourcompany,positive,1,
cant-fix,positive,1,
bigfourfirm,positive,1,
cant-wait,positive,1,
bigteam,positive,1,
cheerfulandsincere,positive,1,
biggerpicture,positive,1,
chio-bu,positive,1,
bonusincreases,positive,1,
comeandcontest,positive,1,
brandname,positive,1,
come-take,positive,1,
brandrecongintion,positive,1,
cute-tho,positive,1,
brightandexperienced,positive,1,
deserveachance,positive,1,
brightpeople,positive,1,
desrve-credit,positive,1,
brightstaff,positive,1,
didmakeithappen,positive,1,
careaboutpeople,positive,1,
didnotcry,positive,1,
careeradvancement,positive,1,
donothate,positive,1,
careeropportunities,positive,1,
dont-bully,positive,1,
careerpathisdirect,positive,1,
dontjusttarget,positive,1,
careerprogression,positive,1,
dontvoteblindly,positive,1,
caresaboutyou,positive,1,
dont-worry,positive,1,
challengingandfulfilling,positive,1,
doublesyourchances,positive,1,
challengingproject,positive,1,
downsizethehighly,positive,1,
challengingprojects,positive,1,
economy-growth,positive,1,
challengingwork,positive,1,
enjoy-it,positive,1,
challengingwork,positive,1,
everysinglecents,positive,1,
clientexposure,positive,1,
experiencegrowswithage,positive,1,
companybig,positive,1,
feel-free,positive,1,
companypromotes,positive,1,
feels-good,positive,1,
competitiveenvironment,positive,1,
finally-home,positive,1,
coolprojects,positive,1,
firm-grip,positive,1,
corporatestructure,positive,1,
fixed-all,positive,1,
createsopportunities,positive,1,
for-sights,positive,1,
dedicatedpeople,positive,1,
for-singapore,positive,1,
developspeople,positive,1,
freakin-killer,positive,1,
diverseoftalent,positive,1,
full-support,positive,1,
driveandambition,positive,1,
gain-experience,positive,1,
dynamicenvironment,positive,1,
gd-luck,positive,1,
easyjob,positive,1,
economywasstrong,positive,1,
giveherachance,positive,1,
empowersteam,positive,1,
givenachance,positive,1,
encouragelifestyles,positive,1,
go-ahead,positive,1,
endlessopportunities,positive,1,
goforit,positive,1,
endlessresources,positive,1,
gogogo,positive,1,
enormousoffices,positive,1,
go-heaven,positive,1,
environmentareworth,positive,1,
godalwaysbless,positive,1,
ethicalhighintegrityworkforce,positive,1,
goes-smoothly,positive,1,
experiencegained,positive,1,
golden-hammer,positive,1,
exposureisextensive,positive,1,
gonnagetit,positive,1,
exposuretodifferentindustries,positive,1,
goo*d-morning,positive,1,
extremelysmart,positive,1,
goodcuppatea,positive,1,
fantasticpeople,positive,1,
good-faith,positive,1,
fasttrackoflearning,positive,1,
good-fight,positive,1,
fewcons,positive,1,
good-governance,positive,1,
fewdislikes,positive,1,
good-luck,positive,1,
firmseemslarge,positive,1,
good-move,positive,1,
firstclass,positive,1,
good-one,positive,1,
flexbilehours,positive,1,
goodto-dream,positive,1,
flexiblesummer,positive,1,
goodbye-wp,positive,1,
flexibleworkarrangements,positive,1,
got-my,positive,1,
flexibleworkenvironment,positive,1,
gotmyvote,positive,1,
flexibleworkhours,positive,1,
greatexposure,positive,1,
flexibleworkpolicy,positive,1,
greater-impression,positive,1,
flyermileage,positive,1,
hammer-it,positive,1,
focusedongrowth,positive,1,
hammerthemdown,positive,1,
gainrecognition,positive,1,
hammer-time,positive,1,
gainingexperiences,positive,1,
hang-out,positive,1,
gethighratings,positive,1,
happy-birthday,positive,1,
getpromoted,positive,1,
heck-yeah,positive,1,
getraisesquickly,positive,1,
hell-yeah!,positive,1,
globaljobs,positive,1,
hereicome,positive,1,
globalfirm,positive,1,
heretostay,positive,1,
gooutofthewayto,positive,1,
highincome,positive,1,
grouthfocused,positive,1,
huat-ah,positive,1,
growthandadvancement,positive,1,
hugenumberofpeoplejoining,positive,1,
growthoportunities,positive,1,
i-like,positive,1,
growthpotential,positive,1,
ilikeher,positive,1,
hardworkingstaff,positive,1,
i-support,positive,1,
highcaliber,positive,1,
iwillbethere,positive,1,
highcompanygrowth,positive,1,
interestingthannot ,positive,1,
it-rocks,positive,1,
it-works,positive,1,
highlevel,positive,1,
jai-ho,positive,1,
highperformance,positive,1,
jia-you,positive,1,
highperformance,positive,1,
jinswee(verynice),positive,1,
highperformanceenvironment,positive,1,
join-us,positive,1,
highperformingenvironment,positive,1,
jumped-up,positive,1,
highqualityineveryfacet,positive,1,
keepitup,positive,1,
highlycompetitive,positive,1,
keptthosecommenttoyourself,positive,1,
highlyencouraged,positive,1,
hoursareflexible,positive,1,
kicking-back,positive,1,
inclusiveculture,positive,1,
knowverywell,positive,1,
incredibleperks,positive,1,
lessunconstructiveargument,positive,1,
inspirationalondoingactivities,positive,1,
limited-down,positive,1,
instantcredibility,positive,1,
lokking-forward,positive,1,
interesting&challengingwork,positive,1,
longmayitlast,positive,1,
interestingcompany,positive,1,
look-around,positive,1,
interestingopportunity,positive,1,
looking-forward,positive,1,
internatioanlity&globalchances,positive,1,
lookingforwardto,positive,1,
internationalopportunities,positive,1,
looksreallygood,positive,1,
jobishigh,positive,1,
lying-down,positive,1,
jobsecurity,positive,1,
mainhumanresources,positive,1,
jobstability,positive,1,
extensionservice,positive,1,
extracurricularactivity,positive,1,
newthought,positive,1,
one-hundredpercent,positive,1,
pineaway,positive,1,
primaryhealthcare,positive,1,
rehabilitationprogram,positive,1,
sanitarycode,positive,1,
sanitaryengineering,positive,1,
taichi,positive,1,
t'aichi,positive,1,
taichichuan,positive,1,
t'aichichuan,positive,1,
veterinaryscience,positive,1,
vichywater,positive,1,
vitalsigns,positive,1,
cutoff,positive,1,
cutaway,positive,1,
fevergonedown,positive,1,
takeaction,positive,1,
advancedirective,positive,1,
allhail,positive,1,
allright,positive,1,
billofhealth,positive,1,
bounceback,positive,1,
caredelivery,positive,1,
electrolytebalance,positive,1,
fatfarm,positive,1,
feellikeamillion,positive,1,
feellikeamilliondollars,positive,1,
fountainofyouth,positive,1,
fringebenefit,positive,1,
getover,positive,1,
getwell,positive,1,
goodforyou,positive,1,
groupinsurance,positive,1,
healthcare,positive,1,
healthcheck,positive,1,
healthcode,positive,1,
healthfood,positive,1,
healthinsurance,positive,1,
healthphysics,positive,1,
healthprofession,positive,1,
healthspa,positive,1,
herbalmedicine,positive,1,
hotsprings,positive,1,
insuredperson,positive,1,
maltextract,positive,1,
managed+care,positive,1,
mentalbalance,positive,1,
mentalsoundness,positive,1,
agreewholeheartedly,positive,1,
rightinhiscomment,positive,1,
multiracial,positive,1,
multireligious,positive,1,
openminded,positive,1,
sometruthtowhathesay,positive,1,
high-quality,positive,1,
jaw-droping,positive,1,
jaw-dropping,positive,1,
kid-friendly,positive,1,
large-capacity,positive,1,
law-abiding,positive,1,
long-lasting,positive,1,
mind-blowing,positive,1,
multi-purpose,positive,1,
pre-eminent,positive,1,
rock-star,positive,1,
rock-stars,positive,1,
self-sufficient,positive,1,
state-of-the-art,positive,1,
state-of-the-art,positive,1,
thumb-up,positive,1,
thumbs-up,positive,1,
top-quality,positive,1,
user-friendly,positive,1,
well-known,positive,1,
world-famous,positive,1,
worth-while,positive,1,
baik-ah,positive,1,
buay-pai,positive,1,
bueypai,positive,1,
buey-pai,positive,1,
heng-ah,positive,1,
hoe-mia,positive,1,
ho-say,positive,1,
ho-seh,positive,1,
lao-jiao,positive,1,
tio-bay-pio,positive,1,
to-kong,positive,1,
yan-dao,positive,1,
more-spsace,positive,1,
enough-space,positive,1,
to-like,positive,1,
you-like,positive,1,
we-like,positive,1,
they-like,positive,1,
do-like,positive,1,
did-like,positive,1,
will-like,positive,1,
does-like,positive,1,
really-like,positive,1,
fall-in-love,positive,1,
clear-cut,positive,1,
counter-attack,positive,1,
counter-attacks,positive,1,
dummy-proof,positive,1,
low-cost,positive,1,
low-price,positive,1,
low-priced,positive,1,
low-risk,positive,1,
lower-priced,positive,1,
non-violence,positive,1,
non-violent,positive,1,
problem-solver,positive,1,
eye-catch,positive,1,
eye-catching,positive,1,
eyecatch,positive,1,
eyecatching,positive,1,
fast-growing,positive,1,
fast-paced,positive,1,
fastest,positive,1,
fastest-growing,positive,1,
god-given,positive,1,
god-send,positive,1,
hands-down,positive,1,
hard-working,positive,1,
financial_windfall,positive,1,
awe_inspiring,positive,1,
ground_breaking,positive,1,
pro_active,positive,1,
thought_provoking,positive,1,
light_hearted,positive,1,
standing_ovation,positive,1,
heart_warming,positive,1,
court_upheld,positive,1,
cutting_edge,positive,1,
co_operative,positive,1,
thank_god,positive,1,
well_known,positive,1,
self_empowerment,positive,1,
mind_blowing,positive,1,
warm_hearted,positive,1,
rather_than_reactive,positive,1,
self_sacrificing,positive,1,
thank_you,positive,1,
action_packed,positive,1,
re_affirm,positive,1,
finely_wrought,positive,1,
easily_understood,positive,1,
spell_binding,positive,1,
amuse_bouche,positive,1,
mouth_watering,positive,1,
awe_struck,positive,1,
self_confidence,positive,1,
never_wavered,positive,1,
crime_fighter,positive,1,
eye_popping,positive,1,
self_sacrifice,positive,1,
big_hearted,positive,1,
understated_elegance,positive,1,
pop_star,positive,1,
eye_opening,positive,1,
top_notch,positive,1,
encourage_innovation,positive,1,
high_caliber,positive,1,
no_doubt,positive,1,
pleasantly_surprised,positive,1,
decked_out,positive,1,
upper_class,positive,1,
standing_ovations,positive,1,
cost_savings,positive,1,
remove_barriers,positive,1,
thanking_god,positive,1,
belly_laughs,positive,1,
amiable_disposition,positive,1,
accumulating_wealth,positive,1,
beaming_smile,positive,1,
punch_lines,positive,1,
forward_thinking,positive,1,
honor_bestowed,positive,1,
rapid_recovery,positive,1,
encourages_innovation,positive,1,
open_hearted,positive,1,
sharp_witted,positive,1,
solidly_built,positive,1,
hard_fought,positive,1,
near_flawless,positive,1,
emerged_victorious,positive,1,
re_energize,positive,1,
unprecedented_opportunity,positive,1,
supernatural_powers,positive,1,
exceptional_contribution,positive,1,
thank_everyone,positive,1,
emerging_victorious,positive,1,
intellectually_stimulating,positive,1,
richly_imagined,positive,1,
refined_elegance,positive,1,
soft_lighting,positive,1,
weather_resistant,positive,1,
received_accolades,positive,1,
high_quality,positive,1,
sustained_applause,positive,1,
kind_hearted,positive,1,
eye_catching,positive,1,
quick_wit,positive,1,
sparkling_eyes,positive,1,
won_acclaim,positive,1,
nearly_flawless,positive,1,
towering_above,positive,1,
holistic_healing,positive,1,
lasting_contributions,positive,1,
magnum_opus,positive,1,
beautifully_shot,positive,1,
most_importantly,positive,1,
stay_healthy,positive,1,
exceptional_bravery,positive,1,
exceptional_courage,positive,1,
dramatic_advances,positive,1,
trademark_humor,positive,1,
philanthropic_endeavors,positive,1,
full_range,positive,1,
richly_diverse,positive,1,
looking_forward,positive,1,
unflinching_courage,positive,1,
elegantly_decorated,positive,1,
divine_blessings,positive,1,
engagingly_written,positive,1,
critical_praise,positive,1,
exceptional_contributions,positive,1,
marveling_at,positive,1,
hearty_thanks,positive,1,
lavishly_decorated,positive,1,
head_bowed,positive,1,
sweet_treats,positive,1,
self_transcendence,positive,1,
fresh_baked,positive,1,
vivacious_young,positive,1,
strongly_encourage,positive,1,
deep_admiration,positive,1,
sparkling_wit,positive,1,
readily_available,positive,1,
divine_inspiration,positive,1,
aesthetic_beauty,positive,1,
piercing_eyes,positive,1,
god_bless,positive,1,
highly_rewarding,positive,1,
unfailingly_polite,positive,1,
profound_admiration,positive,1,
dauntless_courage,positive,1,
infectious_enthusiasm,positive,1,
deepest_thanks,positive,1,
passionate_commitment,positive,1,
gothic_romance,positive,1,
offer_reassurance,positive,1,
guardian_angel,positive,1,
tireless_commitment,positive,1,
widely_praised,positive,1,
friendly_smile,positive,1,
free_spirited,positive,1,
courtly_love,positive,1,
irresistible_charm,positive,1,
polite_applause,positive,1,
drew_inspiration,positive,1,
leading_edge,positive,1,
scholarly_achievement,positive,1,
critical_acclaim,positive,1,
corrosion_resistant,positive,1,
god_mercy,positive,1,
rapid_advances,positive,1,
encourages_creativity,positive,1,
actively_encouraged,positive,1,
actively_encouraging,positive,1,
finely_crafted,positive,1,
gaining_popularity,positive,1,
easily_readable,positive,1,
mutual_affection,positive,1,
romantic_fantasies,positive,1,
breakthrough_innovations,positive,1,
received_numerous_accolades,positive,1,
lasting_fame,positive,1,
look_forward,positive,1,
noteworthy_accomplishments,positive,1,
highest_quality,positive,1,
incomparable_beauty,positive,1,
generous_contributions,positive,1,
lasting_prosperity,positive,1,
tactical_advantage,positive,1,
triumphed_over,positive,1,
charitable_trusts,positive,1,
tranquil_beauty,positive,1,
successive_victories,positive,1,
deeply_honored,positive,1,
world_renown,positive,1,
demonstrated_excellence,positive,1,
conspicuous_courage,positive,1,
warmly_welcome,positive,1,
impeccably_dressed,positive,1,
warm_smile,positive,1,
warmest_congratulations,positive,1,
well_suited,positive,1,
competitive_advantage,positive,1,
deeply_flavored,positive,1,
sincere_piety,positive,1,
remain_optimistic,positive,1,
ready_witted,positive,1,
exquisite_workmanship,positive,1,
mind_boggling,positive,1,
highly_esteemed,positive,1,
extraordinary_talents,positive,1,
renewed_optimism,positive,1,
richly_flavored,positive,1,
shock_resistant,positive,1,
received_acclaim,positive,1,
recognizes_excellence,positive,1,
dogged_determination,positive,1,
passionate_devotion,positive,1,
congregational_worship,positive,1,
dazzling_smile,positive,1,
wise_counsel,positive,1,
abiding_love,positive,1,
wide_renown,positive,1,
soft_spoken,positive,1,
provide_reassurance,positive,1,
wild_applause,positive,1,
wise_cracking,positive,1,
profoundly_moving,positive,1,
warm_welcome,positive,1,
gently_humorous,positive,1,
blowing_kisses,positive,1,
profound_respect,positive,1,
highest_honour,positive,1,
timeless_elegance,positive,1,
strongly_encourages,positive,1,
path_breaking,positive,1,
clearly_articulate,positive,1,
easily_adapted,positive,1,
immensely_talented,positive,1,
revolutionary_advances,positive,1,
wondrous_beauty,positive,1,
pro_actively,positive,1,
tastefully_decorated,positive,1,
widely_known,positive,1,
peaceful_resolution,positive,1,
rapturous_applause,positive,1,
restore_peace,positive,1,
worshipping_god,positive,1,
generous_donors,positive,1,
dramatic_improvements,positive,1,
immensely_readable,positive,1,
extraordinary_talent,positive,1,
hollywood_glamour,positive,1,
readily_adaptable,positive,1,
sheer_delight,positive,1,
tremendous_advances,positive,1,
absolute_joy,positive,1,
self_assured,positive,1,
charitable_giving,positive,1,
legendary_figure,positive,1,
timeless_beauty,positive,1,
pre_eminent,positive,1,
sustained_economic_growth,positive,1,
positive_effects,positive,1,
deep_seated,positive,1,
valuable_contribution,positive,1,
intrinsic_beauty,positive,1,
attain_proficiency,positive,1,
gods_grace,positive,1,
dramatic_improvement,positive,1,
comely_young,positive,1,
self_effacing,positive,1,
saluted_him,positive,1,
luxurious_comfort,positive,1,
much_nicer,positive,1,
youthful_enthusiasm,positive,1,
tremendous_enthusiasm,positive,1,
enthusiastic_admiration,positive,1,
highest_accolades,positive,1,
proactive_stance,positive,1,
well_respected,positive,1,
tender_hearted,positive,1,
lasting_happiness,positive,1,
highly_educated,positive,1,
self_abnegation,positive,1,
extend_my_heartiest,positive,1,
inspire_creativity,positive,1,
gods_blessing,positive,1,
divine_goodness,positive,1,
lifelong_commitment,positive,1,
demonstrated_exceptional,positive,1,
selfless_generosity,positive,1,
sincere_congratulations,positive,1,
profound_appreciation,positive,1,
open_minded,positive,1,
full_flavoured,positive,1,
fatherly_love,positive,1,
rip_roaring,positive,1,
honoring_excellence,positive,1,
draws_inspiration_from,positive,1,
expressive_eyes,positive,1,
self_reliance,positive,1,
expressed_gratitude,positive,1,
calm_down,positive,1,
close_friend,positive,1,
unconditional_love,positive,1,
stay_calm,positive,1,
critically_praised,positive,1,
worth_noting,positive,1,
express_gratitude,positive,1,
clear_eyed,positive,1,
feminine_elegance,positive,1,
warm_affection,positive,1,
richly_furnished,positive,1,
divine_majesty,positive,1,
pay_tribute,positive,1,
sheer_pleasure,positive,1,
worth_considering,positive,1,
simple_pleasures,positive,1,
warm_applause,positive,1,
lucidly_written,positive,1,
richly_deserved,positive,1,
absolute_loyalty,positive,1,
ardent_love,positive,1,
hearty_applause,positive,1,
demonstrating_proficiency,positive,1,
draw_inspiration,positive,1,
proved_decisive,positive,1,
deepest_respect,positive,1,
spurring_innovation,positive,1,
toothy_smile,positive,1,
light_heartedness,positive,1,
simple_hearted,positive,1,
restoring_peace,positive,1,
liberate_themselves_from,positive,1,
underwent_restoration,positive,1,
my_profound_gratitude,positive,1,
inner_calm,positive,1,
received_honorable_mention,positive,1,
rapid_growth,positive,1,
warmest_thanks,positive,1,
selfless_love,positive,1,
posthumously_honored,positive,1,
unanimously_recommended,positive,1,
warm_ovation,positive,1,
passionate_love,positive,1,
widespread_praise,positive,1,
remain_stable,positive,1,
pleasing_manners,positive,1,
rosy_cheeks,positive,1,
eyes_sparkled,positive,1,
highly_commendable,positive,1,
looks_forward,positive,1,
indomitable_courage,positive,1,
stands_poised,positive,1,
started_clapping,positive,1,
award_honoree,positive,1,
clear_sighted,positive,1,
fluorescence_excitation,positive,1,
demonstrated_competency,positive,1,
endless_fascination,positive,1,
have_a_surprise,positive,1,
had_a_surprise,positive,1,
has_a_surprise,positive,1,
have_a_surprise,positive,1,
had_a_surprise,positive,1,
has_a_surprise,positive,1,
nice_dark,positive,1,
superhero_shit,positive,1,
need_that_shit,positive,1,
want_that_shit,positive,1,
get_that_shit,positive,1,
that_shit_tough,positive,1,
shit_is_pro,positive,1,
want_to_dance,positive,1,
want_to_sing,positive,1,
give_full_coverage,positive,1,
give_coverage,positive,1,
really_want,positive,1,
do_want,positive,1,
i_want,positive,1,
ease_the_stress,positive,1,
more_opportunities,positive,1,
word_hard,positive,1,
pay_raise ,positive,1,
pay_raises ,positive,1,
sharply_dressed,positive,1,
very_structured,positive,1,
issue-resolution,positive,1,
commute_opportunities,positive,1,
commute_opportunity,positive,1,
is_fair,positive,1,
was_fair,positive,1,
were_fair,positive,1,
minimal_politics,positive,1,
little_politics,positive,1,
big_name,positive,1,
growth_opportunities,positive,1,
balance_life,positive,1,
pay_heed,positive,1,
paid_heed,positive,1,
work_on_variety,positive,1,
variety_of_opportunities ,positive,1,
variety_of_ experience,positive,1,
